   1.0000000e+00   3.3300008e+06   5.7900001e+01   5.9199995e+02   6.2900000e+01   1.2800000e+03   1.3410000e+03   7.9000000e+00   1.2880000e+01             NaN   2.4194253e+05   5.7900001e+01   4.3000000e+01   6.2900000e+01   7.6800000e+01   7.3100000e+01   7.9000000e+00   7.3600000e+01             NaN             NaN  -4.2669043e+05   0.0000000e+00  -7.5999948e+01   0.0000000e+00  -3.5840000e+02  -4.6380000e+02   0.0000000e+00
   2.0000000e+00   3.1899988e+06   5.9000004e+01   5.4099983e+02   6.4900000e+01   1.1990000e+03   1.3500000e+03   8.6000000e+00   1.3040000e+01             NaN   2.5420690e+05   5.9000004e+01   4.4000000e+01   6.4900000e+01   7.7900000e+01   7.9900000e+01   8.6000000e+00   7.3600000e+01             NaN             NaN  -1.3951604e+05   0.0000000e+00  -1.2999828e+01   0.0000000e+00  -2.6420000e+02  -3.9120000e+02   0.0000000e+00
   3.0000000e+00   2.9700001e+06   5.9500006e+01   4.7399989e+02   6.2600000e+01   9.8800000e+02   1.0470000e+03   9.8000000e+00   1.5280000e+01             NaN   2.7873563e+05   5.9500006e+01   4.4000000e+01   6.2600000e+01   8.3200000e+01   8.5100000e+01   9.8000000e+00   7.3600000e+01             NaN             NaN   3.7482748e+05   0.0000000e+00   5.4000113e+01   0.0000000e+00   1.0400000e+01  -2.5800000e+01   0.0000000e+00
   4.0000000e+00   2.5399993e+06   6.0400008e+01   3.6999997e+02   6.3100000e+01   8.0800000e+02   1.0510000e+03   1.1600000e+01   1.6330000e+01             NaN   2.5643678e+05   6.0400008e+01   3.6000000e+01   6.3100000e+01   7.7300000e+01   9.6200000e+01   1.1600000e+01   7.3600000e+01             NaN             NaN   5.3724206e+05   0.0000000e+00   6.2000026e+01   0.0000000e+00   1.1960000e+02   1.0340000e+02   0.0000000e+00
   5.0000000e+00   2.4799999e+06   6.1200007e+01   4.6900003e+02   6.3100000e+01   8.6100000e+02   9.2700000e+02   9.2000000e+00   1.4260000e+01             NaN   2.5197701e+05   6.1200007e+01   4.4000000e+01   6.3100000e+01   7.9000000e+01   9.1700000e+01   9.2000000e+00   7.3600000e+01             NaN             NaN   5.4372422e+05   0.0000000e+00   5.8999973e+01   0.0000000e+00   8.7000000e+01   1.7340000e+02   0.0000000e+00
   6.0000000e+00   2.5999998e+06   6.3399996e+01   5.5200002e+02   6.4900000e+01   1.1180000e+03   1.1960000e+03   7.6000000e+00   1.2710000e+01             NaN   2.6870115e+05   6.3399996e+01   5.0000000e+01   6.4900000e+01   1.0310000e+02   1.1640000e+02   7.6000000e+00   7.3600000e+01             NaN             NaN   6.2441398e+05   0.0000000e+00   4.7999976e+01   0.0000000e+00   1.1920000e+02   2.0080000e+02   0.0000000e+00
   7.0000000e+00   2.9300001e+06   6.4099993e+01   6.3600007e+02   6.4000000e+01   1.2590000e+03   1.2690000e+03   6.5000000e+00   1.2190000e+01             NaN   3.1552874e+05   6.4099993e+01   5.5000000e+01   6.4000000e+01   1.1550000e+02   1.2010000e+02   6.5000000e+00   7.3600000e+01             NaN             NaN   8.5634475e+05   0.0000000e+00   2.3999927e+01   0.0000000e+00   1.2700000e+02   1.7220000e+02   0.0000000e+00
   8.0000000e+00   3.0500000e+06   6.4899994e+01   6.5900000e+02   6.3400000e+01   1.3670000e+03   1.4360000e+03   6.0000000e+00   1.2560000e+01             NaN   3.2890805e+05   6.4899994e+01   6.1000000e+01   6.3400000e+01   1.1820000e+02   1.2990000e+02   6.0000000e+00   7.3600000e+01             NaN             NaN   8.9689656e+05   0.0000000e+00   7.2999999e+01   0.0000000e+00   5.1400000e+01   1.2280000e+02   0.0000000e+00
   9.0000000e+00   3.4000003e+06   6.4199998e+01   5.9600007e+02   6.8300000e+01   1.4840000e+03   1.4710000e+03   7.3000000e+00   1.3200000e+01             NaN   3.3782759e+05   6.4199998e+01   5.0000000e+01   6.8300000e+01   1.4430000e+02   1.3830000e+02   7.3000000e+00   7.3600000e+01             NaN             NaN   6.5393074e+05   0.0000000e+00   3.9999321e+00   0.0000000e+00   2.4760000e+02   1.8860000e+02   0.0000000e+00
   1.0000000e+01   3.2099994e+06   6.2699991e+01   5.6099999e+02   6.5600000e+01   1.3660000e+03   1.5230000e+03   7.3000000e+00   1.3790000e+01             NaN   3.2556322e+05   6.2699991e+01   4.6000000e+01   6.5600000e+01   1.2930000e+02   1.5270000e+02   7.3000000e+00   7.3600000e+01             NaN             NaN   6.9675919e+05   0.0000000e+00  -8.9999855e+00   0.0000000e+00   1.8560000e+02   3.0940000e+02   0.0000000e+00
