19951     84.9  
19952     82.7  
19953     92.8  
19954     79.3  
19955     91.2  
19956     91.8  
19957     86.5  
19958     54.9  
19959     86    
199510    88    
199511    89.9  
199512    77.5  
19961     83.6  
19962     83.4  
19963     86.7  
19964     80.1  
19965     88.3  
19966     86.5  
19967     89.9  
19968     54.1  
19969     85.3  
199610    93.5  
199611    88.4  
199612    78.8  
19971     86.1  
19972     83.1  
19973     86.6  
19974     94.3  
19975     90.9  
19976     93.1  
19977     97.3  
19978     58.4  
19979     94.3  
199710    101.8 
199711    94.1  
199712    87.1  
19981     90    
19982     93    
19983     98.8  
19984     91.5  
19985     95.9  
19986     100.8 
19987     103   
19988     62.3  
19989     97.7  
199810    100.7 
199811    99.4  
199812    91.2  
19991     91.9  
19992     92.8  
19993     100.7 
19994     93.6  
19995     98.9  
19996     102.7 
19997     104.5 
19998     66    
19999     101.8 
199910    100.5 
199911    104.6 
199912    96.1  
20001     96.5  
20002     102   
20003     111   
20004     93.5  
20005     108.4 
20006     108.1 
20007     104.6 
20008     70.8  
20009     101.9 
200010    103.3 
200011    108.6 
200012    91.5  
20011     101.1 
20012     98.5  
20013     107   
20014     93.2  
20015     107.4 
20016     105.4 
20017     104.2 
20018     73.1  
20019     98.9  
200110    106.4 
200111    103.4 
200112    87.5  
20021     99    
20022     97.6  
20023     95.7  
20024     103.8 
20025     105.3 
20026     99.9  
20027     108   
20028     70.6  
20029     101.3 
200210    111.8 
200211    103.7 
200212    90.6  
20031     98.9  
20032     99.3  
20033     105   
20034     99.1  
20035     104   
20036     104.4 
20037     110.1 
20038     69.6  
20039     103.8 
200310    112.7 
200311    105.1 
200312    94.4  
20041     96    
20042     101.1 
20043     112.6 
20044     99.8  
20045     106.8 
20046     110.3 
20047     110.1 
20048     73.3  
20049     107.7 
200410    104.8 
200411    109.6 
200412    95.5  
20051     96.8  
20052     100.1 
20053     105   
20054     107.2 
20055     106.9 
20056     110.1 
20057     106.3 
20058     76    
20059     107.9 
200510    104.7 
200511    110.6 
200512    96.8  
20061     102   
20062     102.8 
20063     116.5 
20064     96.7  
20065     115.6 
20066     115.8 
20067     110.8 
20068     79.8  
20069     109.1 
200610    112.3 
200611    115.1 
200612    97.4  
20071     109.6 
20072     106.5 
20073     119   
20074     102.8 
20075     118   
20076     115.2 
20077     114.9 
20078     81.1  
20079     107.7 
200710    117.6 
200711    113.9
200712    97.1

