1.7597e+05	2.9990e+04	1.1924e+04
1.7718e+05	2.9952e+04	1.2172e+04
1.7802e+05	2.9958e+04	1.2318e+04
1.7928e+05	3.0074e+04	1.2488e+04
1.8043e+05	3.0095e+04	1.2237e+04
1.8158e+05	3.0220e+04	1.2129e+04
1.8335e+05	3.0466e+04	1.2059e+04
1.8409e+05	3.0654e+04	1.1943e+04
1.8618e+05	3.0825e+04	1.2219e+04
1.8788e+05	3.1176e+04	1.2352e+04
1.8978e+05	3.1307e+04	1.2136e+04
1.9252e+05	3.1380e+04	1.2000e+04
1.9444e+05	3.1701e+04	1.1904e+04
1.9591e+05	3.1964e+04	1.2139e+04
1.9826e+05	3.2403e+04	1.2577e+04
2.0034e+05	3.2844e+04	1.2132e+04
2.0196e+05	3.3181e+04	1.2547e+04
2.0501e+05	3.3465e+04	1.2041e+04
2.0746e+05	3.3446e+04	1.1658e+04
2.0990e+05	3.3810e+04	1.2382e+04
2.1324e+05	3.4325e+04	1.2043e+04
2.1586e+05	3.4659e+04	1.2364e+04
2.1820e+05	3.5314e+04	1.2498e+04
2.2061e+05	3.5465e+04	1.2390e+04
2.2281e+05	3.5707e+04	1.2919e+04
2.2458e+05	3.6100e+04	1.3185e+04
2.2682e+05	3.6362e+04	1.2811e+04
2.2843e+05	3.6913e+04	1.3354e+04
2.2973e+05	3.7058e+04	1.3191e+04
2.3145e+05	3.7337e+04	1.3317e+04
2.3285e+05	3.7913e+04	1.4228e+04
2.3460e+05	3.8424e+04	1.4144e+04
2.3692e+05	3.8838e+04	1.4315e+04
2.3853e+05	3.9403e+04	1.3936e+04
2.4016e+05	3.9746e+04	1.3521e+04
2.4263e+05	4.0168e+04	1.3475e+04
2.4410e+05	4.1035e+04	1.3277e+04
2.4600e+05	4.1673e+04	1.3499e+04
2.4848e+05	4.2477e+04	1.3924e+04
2.5001e+05	4.2999e+04	1.4205e+04
2.5253e+05	4.3685e+04	1.4629e+04
2.5511e+05	4.4232e+04	1.4949e+04
2.5753e+05	4.4564e+04	1.5231e+04
2.6022e+05	4.5175e+04	1.5454e+04
2.6304e+05	4.5628e+04	1.5894e+04
2.6578e+05	4.6221e+04	1.6370e+04
2.6841e+05	4.6914e+04	1.6684e+04
2.7096e+05	4.7724e+04	1.7330e+04
2.7373e+05	4.8333e+04	1.7799e+04
2.7595e+05	4.9075e+04	1.8203e+04
2.7819e+05	4.9980e+04	1.9247e+04
2.8058e+05	5.0621e+04	1.9109e+04
2.8186e+05	5.1470e+04	1.9478e+04
2.8202e+05	5.2197e+04	2.0098e+04
2.7989e+05	5.2686e+04	1.5701e+04
2.7707e+05	5.3411e+04	1.6541e+04
2.7264e+05	5.3890e+04	1.6368e+04
2.7000e+05	5.4390e+04	1.6002e+04
2.6916e+05	5.4922e+04	1.6171e+04
2.6899e+05	5.5233e+04	1.6062e+04
2.6980e+05	5.5357e+04	1.6400e+04
2.7029e+05	5.5432e+04	1.6579e+04
2.7042e+05	5.5500e+04	1.6986e+04
2.7042e+05	5.5448e+04	1.7003e+04
2.6944e+05	5.5707e+04	1.7240e+04
2.6815e+05	5.5559e+04	1.7406e+04
2.6706e+05	5.5179e+04	1.7444e+04
2.6548e+05	5.4664e+04	1.7593e+04
2.6317e+05	5.3744e+04	1.7648e+04
2.6067e+05	5.2987e+04	1.7703e+04
2.5875e+05	5.2309e+04	1.7388e+04
2.5622e+05	5.1693e+04	1.7380e+04
2.5534e+05	5.1488e+04	1.7133e+04
2.5512e+05	5.1520e+04	1.7347e+04
2.5495e+05	5.1544e+04	1.7608e+04
2.5568e+05	5.1740e+04	1.7765e+04
2.5669e+05	5.1612e+04	1.8052e+04
2.5768e+05	5.1294e+04	1.8097e+04
2.5943e+05	5.1337e+04	1.8153e+04
2.6138e+05	5.1331e+04	1.8209e+04
2.6413e+05	5.2034e+04	1.8187e+04
2.6637e+05	5.2358e+04	1.7943e+04
2.6887e+05	5.2661e+04	1.7771e+04
2.7134e+05	5.2806e+04	1.7628e+04
2.7337e+05	5.2846e+04	1.7624e+04
2.7552e+05	5.2839e+04	1.7720e+04
2.7749e+05	5.3098e+04	1.7851e+04
2.7938e+05	5.2802e+04	1.8124e+04
2.8161e+05	5.3220e+04	1.8291e+04
2.8403e+05	5.3435e+04	1.8525e+04
2.8621e+05	5.3626e+04	1.8834e+04
