   1.9470833333333333e+03   2.7027562126411004e+02                      NaN   3.7013019741124936e+02   1.0704861138166943e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9471666666666665e+03   2.7086433584829166e+02                      NaN   3.6988297849671045e+02   1.0727904194481841e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9472500000000000e+03   2.7144960485855989e+02                      NaN   3.6963514689526369e+02   1.0701107354692604e+03                      NaN   7.3591614169634636e+02   3.5962980478183681e+02   3.9891506993435951e+02   6.8663080890679635e+02   5.4072390337719492e+02                      NaN
   1.9473333333333333e+03   2.7066825996949046e+02                      NaN   3.7013019741124936e+02   1.0719162052375764e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9474166666666665e+03   2.7105936305083054e+02                      NaN   3.6988297849671045e+02   1.0730553550661859e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9475000000000000e+03   2.7105936305083054e+02                      NaN   3.6988297849671045e+02   1.0734438237243266e+03                      NaN   7.3579725682990534e+02   3.6206273795977120e+02   3.9892247583316129e+02   6.8816166213724421e+02   5.3497089061093720e+02   6.0976790572468076e+00
   1.9475833333333333e+03   2.7047179887775349e+02                      NaN   3.6988297849671045e+02   1.0732868720419353e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9476666666666665e+03   2.7105936305083054e+02                      NaN   3.6888794541139362e+02   1.0720444018822359e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9477500000000000e+03   2.7183766988195134e+02                      NaN   3.7013019741124936e+02   1.0733915338630106e+03                      NaN   7.3575345170017897e+02   3.5921482651541641e+02   3.9919426286040192e+02   6.8828476432759521e+02   5.3285798046749255e+02   7.7905084242482658e+00
   1.9478333333333333e+03   2.7280227486016571e+02                      NaN   3.7013019741124936e+02   1.0743501808905626e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9479166666666665e+03   2.7413689162950351e+02                      NaN   3.7013019741124936e+02   1.0751906213163447e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9480000000000000e+03   2.7451468651877656e+02                      NaN   3.7086820814101162e+02   1.0743609729174236e+03                      NaN   7.3720790583767086e+02   3.6323620112787648e+02   4.0016443069331808e+02   6.8746120603888835e+02   5.4843320951796079e+02   1.1696739837799086e+01
   1.9480833333333333e+03   2.7507903547783690e+02   3.3999999999999999e+00   3.7013019741124936e+02   1.0734656030993449e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9481666666666665e+03   2.7526665878029075e+02   3.7999999999999998e+00   3.6938669956249754e+02   1.0733086856231573e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9482500000000000e+03   2.7413689162950351e+02   4.0000000000000000e+00   3.6988297849671045e+02   1.0755730309601852e+03                      NaN   7.3877519361893076e+02   3.6358214456392903e+02   4.0080056863256391e+02   6.8838723385188052e+02   5.5626642796527585e+02   8.5534264101292834e+00
   1.9483333333333333e+03   2.7432628928579527e+02   3.8999999999999999e+00   3.6913763343125237e+02   1.0760049511201630e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9484166666666665e+03   2.7601301859676460e+02   3.5000000000000000e+00   3.6938669956249754e+02   1.0724192066510948e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9485000000000000e+03   2.7730573624108200e+02   3.6000000000000001e+00   3.6963514689526369e+02   1.0740063856180489e+03                      NaN   7.4052749701555445e+02   3.6350830295082670e+02   4.0074604498612575e+02   6.8960874741144551e+02   5.6135769107698047e+02   6.1582741911893280e+00
   1.9485833333333333e+03   2.7730573624108200e+02   3.6000000000000001e+00   3.6938669956249754e+02   1.0739327160012656e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9486666666666665e+03   2.7693773212069704e+02   3.8999999999999999e+00   3.6938669956249754e+02   1.0745894902418918e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9487500000000000e+03   2.7619889930731648e+02   3.7999999999999998e+00   3.6913763343125237e+02   1.0736940006101279e+03                      NaN   7.4109887551937811e+02   3.6371123632920535e+02   4.0145615430488090e+02   6.8986136210648533e+02   5.6263217086784095e+02   6.6117207804840206e+00
   1.9488333333333333e+03   2.7693835912908332e+02   3.7000000000000002e+00   3.6838669122903917e+02   1.0741924845205419e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9489166666666665e+03   2.7564085260107430e+02   3.7999999999999998e+00   3.6838669122903917e+02   1.0738828498799248e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9490000000000000e+03   2.7470337066368091e+02   4.0000000000000000e+00   3.6788291182604348e+02   1.0764688318092324e+03                      NaN   7.4133600980333426e+02   3.6435420722253298e+02   4.0052400871392797e+02   6.9094538356177179e+02   5.5847887063587609e+02  -3.2921996546059873e+00
   1.9490833333333333e+03   2.7375701676382016e+02   4.2999999999999998e+00   3.6737658163038878e+02   1.0728123415808568e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9491666666666665e+03   2.7280227486016571e+02   4.7000000000000002e+00   3.6737658163038878e+02   1.0745894902418918e+03                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
   1.9492500000000000e+03   2.7086433584829166e+02   5.0000000000000000e+00   3.6661224669913202e+02   1.0754151170971056e+03                      NaN   7.3983265614445361e+02   3.6523710592974135e+02   3.9882615634139438e+02   6.9146315829215700e+02   5.4462889952985790e+02  -4.4321783106287427e+00
