  5.1100000e+001  3.9500000e+001
  4.0900000e+001  4.0400000e+001
  4.5500000e+001  3.7600000e+001
  3.4600000e+001  3.8300000e+001
  4.2900000e+001  3.5600000e+001
  3.5200000e+001  3.7600000e+001
  4.5300000e+001  4.0500000e+001
  5.5900000e+001  4.0700000e+001
  4.8700000e+001  4.0400000e+001
  4.8700000e+001  4.0700000e+001
  5.1700000e+001  3.6500000e+001
  3.6600000e+001  3.4000000e+001
  3.7700000e+001  2.8700000e+001
  2.8800000e+001  2.6600000e+001
  2.7300000e+001  2.5800000e+001
  2.9500000e+001  2.7200000e+001
  3.7500000e+001  2.8500000e+001
  3.9900000e+001  2.4700000e+001
  1.9600000e+001  2.5200000e+001
  3.2900000e+001  2.2800000e+001
  2.1700000e+001  2.2700000e+001
  2.7800000e+001  2.1500000e+001
  2.3500000e+001  2.4400000e+001
  3.4000000e+001  3.2800000e+001
  5.4100000e+001  3.2800000e+001
  3.8600000e+001  3.0300000e+001
  2.7800000e+001  3.0200000e+001
  3.6400000e+001  3.2700000e+001
  4.3900000e+001  3.4500000e+001
  4.5500000e+001  3.6800000e+001
  5.0000000e+001  3.4200000e+001
  3.8500000e+001  3.2500000e+001
  3.9100000e+001  3.2700000e+001
  4.1900000e+001  3.1000000e+001
  3.5700000e+001  2.4200000e+001
  1.9700000e+001  2.6100000e+001
  3.8600000e+001  2.8700000e+001
  4.2400000e+001  2.9300000e+001
  3.6100000e+001  3.1400000e+001
  4.1600000e+001  2.8500000e+001
  2.9600000e+001  3.0100000e+001
  3.9500000e+001  3.0000000e+001
  3.9000000e+001  2.9200000e+001
  3.6800000e+001  2.7100000e+001
  3.1300000e+001  2.8800000e+001
  3.8500000e+001  3.0400000e+001
  4.2500000e+001  2.5400000e+001
  2.3300000e+001  2.5300000e+001
  3.3800000e+001  2.1900000e+001
  2.5300000e+001  2.1600000e+001
  3.2400000e+001  2.0600000e+001
  2.9100000e+001  1.9200000e+001
  2.8500000e+001  1.8600000e+001
  2.6400000e+001  1.8500000e+001
  2.8800000e+001  2.0000000e+001
  3.5500000e+001  2.4900000e+001
  4.5100000e+001  2.4100000e+001
  3.6200000e+001  2.4400000e+001
  3.9200000e+001  2.8500000e+001
  4.8100000e+001  2.5900000e+001
  3.1000000e+001  2.7200000e+001
  3.8900000e+001  2.7400000e+001
  3.8700000e+001  2.7800000e+001
  4.2000000e+001  2.5300000e+001
  3.2800000e+001  2.5900000e+001
  3.9900000e+001  2.2800000e+001
  3.0700000e+001  2.6200000e+001
  4.6100000e+001  3.1200000e+001
  5.3600000e+001  2.9500000e+001
  3.8100000e+001  2.5800000e+001
  3.2900000e+001  3.1100000e+001
  5.1400000e+001  2.6800000e+001
  2.8700000e+001  2.7800000e+001
  4.3000000e+001  2.8600000e+001
  3.8200000e+001  3.1500000e+001
  5.0800000e+001  3.3900000e+001
  5.0900000e+001  3.5600000e+001
  5.3000000e+001  3.6400000e+001
  5.1300000e+001  3.7900000e+001
  5.2600000e+001  3.7400000e+001
  4.9800000e+001  3.8300000e+001
  5.0800000e+001  3.9400000e+001
  5.1400000e+001  3.8800000e+001
  4.9400000e+001  3.8100000e+001
  4.8900000e+001  4.0100000e+001
  5.5700000e+001  3.8900000e+001
  4.8500000e+001  3.8900000e+001
  4.7800000e+001  3.9500000e+001
  5.3700000e+001  4.0600000e+001
  5.2400000e+001  4.1900000e+001
  5.6500000e+001  4.3500000e+001
  5.5800000e+001  4.5300000e+001
  5.7600000e+001  4.5200000e+001
  5.0400000e+001  4.7000000e+001
  5.8100000e+001  4.6800000e+001
  5.5500000e+001  4.7900000e+001
  5.9800000e+001  4.7800000e+001
  5.5400000e+001  5.0400000e+001
  6.1700000e+001  5.0700000e+001
  6.0000000e+001  4.8000000e+001
  5.1400000e+001  5.1700000e+001
  6.9300000e+001  5.5400000e+001
  7.1500000e+001  5.8900000e+001
  7.6200000e+001  6.2400000e+001
  7.4500000e+001  5.9200000e+001
  6.2800000e+001  5.9400000e+001
  6.9300000e+001  6.0600000e+001
  7.3500000e+001  5.7000000e+001
  5.6100000e+001  5.5400000e+001
  6.5100000e+001  5.3200000e+001
  6.1700000e+001  5.1000000e+001
  5.9600000e+001  5.0900000e+001
  6.0600000e+001  5.3400000e+001
  6.8100000e+001  5.2900000e+001
  5.9900000e+001  5.5500000e+001
  7.2200000e+001  5.7500000e+001
  7.2000000e+001  5.6400000e+001
  6.8000000e+001  5.6500000e+001
  6.5700000e+001  5.5100000e+001
  6.2600000e+001  5.4500000e+001
  6.4800000e+001  5.4600000e+001
  6.4500000e+001  5.6500000e+001
  7.4500000e+001  5.8100000e+001
  7.5100000e+001  5.8600000e+001
  7.1700000e+001  5.4600000e+001
  5.8900000e+001  5.4300000e+001
  6.8800000e+001  5.0300000e+001
  5.7000000e+001  5.1500000e+001
  7.0500000e+001  5.1700000e+001
  6.5500000e+001  4.9500000e+001
