50.900 103.000    
49.112 103.916    
48.791 100.115  
50.114 101.577  
52.127 100.812  
50.706  96.455  
51.100  98.459  
50.164 101.856  
49.998  98.898  
51.269  99.189  
48.894  99.455  
52.673  98.775  
53.406 103.087  
51.192 100.569    
50.114 105.557  
49.968 109.592  
53.321 105.883  
51.683 102.970  
49.843  94.108  
51.464  97.793  
51.671  99.117  
50.456 101.337  
50.395 101.926  
52.591 103.925  
51.916 103.674  
49.967 100.041    
51.100 101.488    
50.214  97.475  
47.217  88.786  
48.172  88.079  
50.618  90.521  
51.055  92.665  
52.299  92.890  
51.282  98.968
50.533 103.838
50.628 110.873
51.531 110.924
48.488 108.998
46.747 105.282
49.301 105.015
51.849  94.262
49.635  85.900
50.549  86.393
48.722  97.544
49.824 101.861
51.045 106.499
50.943 104.903
50.249 104.643
50.538 103.684
50.569 103.667
50.671 103.087
51.360  96.766
49.646  95.956
49.415  95.719
48.940  96.644
50.746  93.025
48.912  92.576
49.358  95.205
47.812 100.016
49.362 101.049
50.630 104.115
52.009 101.299
48.907  98.391
49.114  99.020
52.602 103.847
53.808  99.947
49.900  97.395
48.454 104.410
49.372 111.124
46.517 104.956
47.724  95.525
49.661  92.163
48.638  83.464
52.285  82.083
51.087  89.417
48.851 100.043
47.761 111.950
45.251 115.786
49.121 109.128
48.933 102.147
47.942  88.770
48.715  90.126
48.746  92.812
49.058  92.246
51.504  95.298
48.549 100.044
49.037 102.806
49.361 112.437
50.291 106.934
47.061 106.283
47.768 102.776
47.585 100.181
48.311  92.541
48.049  86.056
45.933  85.623
49.883  89.016
46.565  96.537
44.731  95.561
47.420 106.057
49.694 103.590
