7.815334297	-0.609659311	1.266938096
7.693900967	-0.685281759	1.235440076
7.388835945	-0.76054313	1.169244375
6.895109442	-0.833931722	1.066481472
6.218436942	-0.903732256	0.927073208
5.37575445	-0.968079873	0.752890034
4.394572814	-1.025050034	0.547755952
3.311213924	-1.072789444	0.317306193
2.168153977	-1.109675188	0.068718702
1.010868603	-1.134466812	-0.189645629
-0.115365457	-1.146408836	-0.448658718
-1.168319346	-1.14525851	-0.69886372
-2.111104747	-1.13124438	-0.930914413
-2.913868888	-1.104982617	-1.136005611
-3.554949944	-1.067376272	-1.306289366
-4.021577805	-1.019507697	-1.435272484
-4.310211637	-0.962524541	-1.518182918
-4.426548421	-0.897523174	-1.55227818
-4.385151543	-0.825443024	-1.537050159
-4.208594997	-0.746991149	-1.474277454
-3.926052914	-0.662612962	-1.367898203
-3.571349295	-0.572516622	-1.223713607
-3.180600948	-0.476750655	-1.048964732
-2.789653129	-0.37532758	-0.851837536
-2.431553393	-0.268379473	-0.640951412
-2.134303667	-0.156326933	-0.424877567
-1.919091829	-0.040039579	-0.21171945
-1.79915292	0.079033603	-0.008770482
-1.779248643	0.198790478	0.177755593
-1.855728574	0.31648728	0.342935431
-2.017020114	0.428868881	0.483308071
-2.244474989	0.532433039	0.597014884
-2.513558088	0.623806744	0.683899866
-2.795418328	0.700164598	0.745537917
-3.058895301	0.759594391	0.785154548
-3.272933757	0.801329181	0.80740418
-3.40927778	0.82580415	0.817993468
-3.445263395	0.834534344	0.823155675
-3.366460618	0.829840386	0.828994912
-3.168839838	0.81447566	0.84074313
-2.860095737	0.791222168	0.861997645
-2.459759562	0.762524201	0.894032057
-1.997989516	0.730213773	0.93529527
-1.513234556	0.695357401	0.981192411
-1.049171241	0.658224719	1.024195593
-0.651265403	0.618356576	1.054285539
-0.363234298	0.574697153	1.059679396
-0.2235998	0.525765503	1.02779171
-0.26253877	0.469856834	0.946359459
-0.499164896	0.405277958	0.804657756
-0.939363458	0.330618632	0.594727653
