   5.5420693e+00   2.3919179e+00   2.2287765e+00   2.1320033e+00   3.5496174e+00   3.7127587e+00   3.8095319e+00
   5.5811142e+00   2.4154703e+00   2.2568526e+00   2.1670316e+00   3.5582011e+00   3.7168188e+00   3.8066399e+00
   5.5995661e+00   2.4220722e+00   2.2613456e+00   2.1732904e+00   3.5657698e+00   3.7264963e+00   3.8145515e+00
   5.6079532e+00   2.4215887e+00   2.2584170e+00   2.1852474e+00   3.5760840e+00   3.7392557e+00   3.8124253e+00
   5.5886189e+00   2.4489599e+00   2.2859365e+00   2.1888425e+00   3.5927356e+00   3.7557590e+00   3.8528530e+00
   5.6093781e+00   2.4473870e+00   2.2913024e+00   2.2004399e+00   3.6082116e+00   3.7642961e+00   3.8551587e+00
   5.6265208e+00   2.4584726e+00   2.3071320e+00   2.2151481e+00   3.6198866e+00   3.7712272e+00   3.8632111e+00
   5.6257206e+00   2.4494361e+00   2.3059238e+00   2.2152414e+00   3.6323091e+00   3.7758214e+00   3.8665038e+00
   5.6267207e+00   2.4710706e+00   2.3381933e+00   2.2328149e+00   3.6437077e+00   3.7765850e+00   3.8819634e+00
   5.6429812e+00   2.4698710e+00   2.3407636e+00   2.2454952e+00   3.6558396e+00   3.7849469e+00   3.8802154e+00
   5.6661183e+00   2.4671742e+00   2.3470459e+00   2.2570816e+00   3.6746115e+00   3.7947398e+00   3.8847041e+00
   5.6813770e+00   2.4604713e+00   2.3445357e+00   2.2612794e+00   3.6922072e+00   3.8081429e+00   3.8913992e+00
   5.6952870e+00   2.4903591e+00   2.3709408e+00   2.2861132e+00   3.7070468e+00   3.8264651e+00   3.9112927e+00
   5.7025408e+00   2.4835115e+00   2.3669777e+00   2.2944625e+00   3.7264963e+00   3.8430301e+00   3.9155454e+00
   5.7058711e+00   2.4862288e+00   2.3613451e+00   2.3005180e+00   3.7400477e+00   3.8649314e+00   3.9257585e+00
   5.7084536e+00   2.4868919e+00   2.3618199e+00   2.3092900e+00   3.7619750e+00   3.8870470e+00   3.9395770e+00
   5.7167098e+00   2.4931004e+00   2.3329834e+00   2.3174898e+00   3.7788725e+00   3.9389895e+00   3.9544831e+00
   5.7157958e+00   2.5105142e+00   2.3304458e+00   2.3367580e+00   3.7939899e+00   3.9740584e+00   3.9677462e+00
   5.7159787e+00   2.5173663e+00   2.3304973e+00   2.3417589e+00   3.8088822e+00   3.9957512e+00   3.9844896e+00
   5.7030966e+00   2.5254286e+00   2.3370648e+00   2.3450763e+00   3.8250116e+00   4.0133755e+00   4.0053640e+00
   5.6973383e+00   2.5159061e+00   2.3325067e+00   2.3356687e+00   3.8365808e+00   4.0199801e+00   4.0168182e+00
   5.6922958e+00   2.5188264e+00   2.3478686e+00   2.3482828e+00   3.8543939e+00   4.0253517e+00   4.0249375e+00
   5.7032818e+00   2.5176708e+00   2.3541071e+00   2.3603004e+00   3.8677227e+00   4.0312864e+00   4.0250931e+00
   5.7227213e+00   2.5184111e+00   2.3599348e+00   2.3644838e+00   3.8781215e+00   4.0365977e+00   4.0320487e+00
   5.7317613e+00   2.5212932e+00   2.3654862e+00   2.3746450e+00   3.8884131e+00   4.0442202e+00   4.0350614e+00
   5.7462349e+00   2.5275109e+00   2.3661421e+00   2.3840843e+00   3.8979241e+00   4.0592929e+00   4.0413507e+00
   5.7465896e+00   2.5319646e+00   2.3642911e+00   2.3893649e+00   3.9053340e+00   4.0730074e+00   4.0479337e+00
   5.7650387e+00   2.5355038e+00   2.3732176e+00   2.3981027e+00   3.9146861e+00   4.0769723e+00   4.0520872e+00
   5.7735332e+00   2.5447748e+00   2.3891215e+00   2.4142601e+00   3.9252682e+00   4.0809215e+00   4.0557829e+00
   5.7790419e+00   2.5522347e+00   2.3974327e+00   2.4250586e+00   3.9350883e+00   4.0898902e+00   4.0622644e+00
   5.7788702e+00   2.5514722e+00   2.4022278e+00   2.4290425e+00   3.9428755e+00   4.0921199e+00   4.0653051e+00
   5.7960636e+00   2.5572050e+00   2.4117108e+00   2.4341133e+00   3.9499608e+00   4.0954551e+00   4.0730525e+00
   5.8001060e+00   2.5641931e+00   2.4242923e+00   2.4393815e+00   3.9544437e+00   4.0943446e+00   4.0792553e+00
   5.8039648e+00   2.5695094e+00   2.4328934e+00   2.4462820e+00   3.9627161e+00   4.0993321e+00   4.0859435e+00
