70.94898229	-0.526543174
78.50911975	0.617619125
81.25826064	0.162059727
85.43484007	0.439757354
74.01533175	-0.96793734
82.10415015	0.460754291
85.91065292	-0.150267258
90.5630452	0.446995972
81.99841396	1.408740996
85.01189532	-1.432012433
91.77901137	0.24301382
95.47977795	-0.93227896
86.1221253	0.050467359
94.63388845	0.761621774
94.89822892	-0.033611129
101.2424002	-0.0212441
86.80941052	0.0357024
94.2109437	0.186876491
93.04784563	-0.553370102
102.6169707	0.139826798
88.34258525	-0.791467418
97.22442506	0.345106835
98.07031457	0.356516858
107.0578906	-0.411040782
90.6159133	-1.085083321
101.5596088	0.450297699
99.65635739	-0.085103285
108.1681205	0.309259617
93.84086704	1.079551516
100.3436426	-0.919781808
98.81046788	0.021171249
107.4808353	0.426639019
91.67327518	-0.351172188
102.5112345	0.732691214
98.75759979	0.166133711
105.4189796	-0.408664872
89.98149617	-0.299758929
100.5022469	0.617801443
98.49325932	-0.232313048
103.1985197	0.010749954
91.40893471	1.447500098
95.1097013	-1.82097463
96.32566746	0.105769457
